event_id,title,category_type,event_category_name,forecast_value,forecast_layover_text,get_in_price,stats_total_quantity,event_utc_datetime
21483340,Baltimore Orioles at Los Angeles Angels,SPORT,MLB Baseball,-0.06,,10.0,5743,2026-06-24 20:07:00+00:00
104934922,Five Finger Death Punch,CONCERT,Hard Rock,-0.06,,234.0,52,2026-06-19 02:00:00+00:00
52220522,Herb Alpert,CONCERT,Blues and Jazz,-0.06,,79.0,445,2026-06-22 02:30:00+00:00
21483085,Cincinnati Reds at New York Yankees,SPORT,MLB Baseball,-0.06,,40.0,6488,2026-06-21 17:35:00+00:00
21482907,Los Angeles Angels at Athletics (Jacob Wilson Bobblehead Giveaway),SPORT,MLB Baseball,-0.06,,73.0,1896,2026-06-21 02:05:00+00:00
103120960,Lauren Daigle,CONCERT,Adult Contemporary,-0.06,,283.0,16,2026-06-20 00:00:00+00:00
103571943,Ralph Barbosa,THEATER,Comedy,-0.06,,99.0,1225,2026-06-27 02:00:00+00:00
12707178,Chicago Symphony Orchestra - Lincoln Portrait and Ellington Harlem,CONCERT,Classical,-0.06,,43.0,770,2026-06-19 00:30:00+00:00
110462063,Buju Banton and Stephen Marley,CONCERT,Reggae,-0.06,,54.0,1154,2026-06-20 02:00:00+00:00
81954564,ASAP Rocky,CONCERT,Rap/Hip Hop,-0.06,,48.0,3930,2026-06-19 00:30:00+00:00
64224964,Martin Garrix,CONCERT,Dance/Electronica,-0.06,,97.0,120,2026-06-20 00:00:00+00:00
21482672,Chicago White Sox at Detroit Tigers (Nelly Postgame Concert),SPORT,MLB Baseball,-0.06,,35.0,6580,2026-06-19 22:40:00+00:00
82825018,Summer Walker,CONCERT,R&B,-0.06,,79.0,1033,2026-06-22 00:30:00+00:00
21483093,New York Mets at Philadelphia Phillies,SPORT,MLB Baseball,-0.07,,58.0,5696,2026-06-21 23:20:00+00:00
51327191,Bonnie Raitt,CONCERT,Country and Folk,-0.07,,69.0,68,2026-06-26 01:30:00+00:00
63795922,Alison Krauss,CONCERT,Country and Folk,-0.07,,207.0,59,2026-06-24 00:30:00+00:00
84569469,Goose,CONCERT,Rock,-0.07,,54.0,138,2026-06-24 22:00:00+00:00
78563779,Goose,CONCERT,Rock,-0.07,,37.0,1402,2026-06-20 23:30:00+00:00
17466134,Carrot Top (18+ Event),THEATER,Comedy,-0.07,,79.0,220,2026-06-27 03:00:00+00:00
80257393,Audrey Hobert,CONCERT,Pop,-0.07,,63.0,182,2026-06-24 02:00:00+00:00
122277772,Jane Remover,CONCERT,New Age,-0.07,,131.0,37,2026-06-20 04:00:00+00:00
100202893,Wilco,CONCERT,Rock,-0.07,,102.0,26,2026-06-21 23:00:00+00:00
110465208,Joshua Slone,CONCERT,Country and Folk,-0.07,,61.0,30,2026-06-22 23:00:00+00:00
100199387,Gregory Alan Isakov,CONCERT,Pop,-0.07,,48.0,402,2026-06-19 01:30:00+00:00
122929721,Bob Moses,CONCERT,Pop,-0.07,,167.0,38,2026-06-20 03:00:00+00:00
13752676,Country Stampede - 3 Day Pass (6/25 - 6/27),CONCERT,Music Festivals,-0.07,,242.0,281,2026-06-26 04:59:00+00:00
21483484,New York Yankees at Boston Red Sox,SPORT,MLB Baseball,-0.07,,147.0,4694,2026-06-25 23:10:00+00:00
21483637,New York Yankees at Boston Red Sox,SPORT,MLB Baseball,-0.08,,148.0,4845,2026-06-26 23:10:00+00:00
21483133,Philadelphia Phillies at Washington Nationals,SPORT,MLB Baseball,-0.08,,22.0,5155,2026-06-22 22:45:00+00:00
94128155,Santana and The Doobie Brothers,CONCERT,Rock,-0.08,,28.0,4435,2026-06-26 23:00:00+00:00
17465781,Carrot Top (18+ Event),THEATER,Comedy,-0.08,,76.0,223,2026-06-23 03:00:00+00:00
17465918,Jabbawockeez,CONCERT,Rap/Hip Hop,-0.08,,74.0,346,2026-06-25 00:30:00+00:00
81533608,Nelly,CONCERT,Rap/Hip Hop,-0.08,,98.0,418,2026-06-27 02:00:00+00:00
94124423,Rufus Du Sol,CONCERT,Dance/Electronica,-0.08,,236.0,107,2026-06-20 23:30:00+00:00
29131091,Riley Green,CONCERT,Country and Folk,-0.08,,49.0,503,2026-06-19 23:00:00+00:00
51994798,Joe Jackson,CONCERT,Pop,-0.08,,90.0,221,2026-06-20 00:30:00+00:00
21483341,Athletics at San Francisco Giants,SPORT,MLB Baseball,-0.09,,45.0,6518,2026-06-25 01:45:00+00:00
100657509,Ole 60,CONCERT,Country and Folk,-0.09,,59.0,323,2026-06-27 01:00:00+00:00
29558425,Machine Gun Kelly,CONCERT,Rock,-0.09,,43.0,560,2026-06-27 01:00:00+00:00
94124420,Santana and The Doobie Brothers,CONCERT,Rock,-0.09,,48.0,2872,2026-06-21 00:00:00+00:00
81958550,Lord Huron,CONCERT,Country and Folk,-0.09,,71.0,1872,2026-06-25 23:00:00+00:00
95469558,Mumford and Sons,CONCERT,Rock,-0.09,,63.0,5616,2026-06-20 22:30:00+00:00
21483481,Athletics at San Francisco Giants,SPORT,MLB Baseball,-0.09,,57.0,6023,2026-06-25 19:45:00+00:00
17465453,Carrot Top (18+ Event),THEATER,Comedy,-0.09,,79.0,191,2026-06-20 03:00:00+00:00
23582536,Nate Bargatze,THEATER,Comedy,-0.09,,71.0,2591,2026-06-21 00:00:00+00:00
82388446,Chicago Sky at Dallas Wings,SPORT,WNBA,-0.09,,78.0,1088,2026-06-21 00:00:00+00:00
17465753,Jabbawockeez,CONCERT,Rap/Hip Hop,-0.09,,95.0,139,2026-06-22 00:30:00+00:00
21482910,Cleveland Guardians at Houston Astros,SPORT,MLB Baseball,-0.09,,30.0,4785,2026-06-20 23:15:00+00:00
54449644,"""Weird Al"" Yankovic",CONCERT,Rock,-0.09,,95.0,356,2026-06-24 01:30:00+00:00
125081930,Jerry Seinfeld,THEATER,Comedy,-0.09,,144.0,89,2026-06-26 02:00:00+00:00
33985225,Colorado Symphony Orchestra - Distant Worlds - Music from Final Fantasy,CONCERT,Classical,-0.09,,79.0,645,2026-06-27 01:30:00+00:00
82389276,Dallas Wings at Seattle Storm,SPORT,WNBA,-0.09,,68.0,1628,2026-06-23 02:00:00+00:00
87643475,Post Malone and Jelly Roll,CONCERT,Country and Folk,-0.09,,128.0,6832,2026-06-22 23:00:00+00:00
54892468,Daniel Tosh,THEATER,Comedy,-0.1,,86.0,169,2026-06-24 23:00:00+00:00
87643286,Freddie Gibbs,CONCERT,Rap/Hip Hop,-0.1,,50.0,83,2026-06-22 02:00:00+00:00
82390156,Audrey Hobert,CONCERT,Pop,-0.1,,98.0,162,2026-06-25 02:00:00+00:00
103119796,Jill Scott,CONCERT,R&B,-0.1,,118.0,179,2026-06-19 00:00:00+00:00
84570832,Lionel Richie with Earth Wind and Fire,CONCERT,Pop,-0.1,,75.0,6551,2026-06-27 00:30:00+00:00
100200494,Josh Johnson,THEATER,Comedy,-0.1,,91.0,103,2026-06-19 23:00:00+00:00
17465610,Jabbawockeez,CONCERT,Rap/Hip Hop,-0.1,,77.0,297,2026-06-21 00:30:00+00:00
78566581,Vince Gill,CONCERT,Country and Folk,-0.11,,153.0,94,2026-06-27 00:00:00+00:00
17466018,Jabbawockeez,CONCERT,Rap/Hip Hop,-0.11,,77.0,329,2026-06-26 00:30:00+00:00
60530831,Evanescence,CONCERT,Rock,-0.11,,49.0,1310,2026-06-26 23:00:00+00:00
122714598,Jane Remover,CONCERT,New Age,-0.11,,111.0,53,2026-06-21 04:00:00+00:00
94128154,Hank Williams Jr,CONCERT,Country and Folk,-0.11,,76.0,3527,2026-06-26 23:30:00+00:00
21483091,Cleveland Guardians at Houston Astros,SPORT,MLB Baseball,-0.11,,28.0,5444,2026-06-21 18:10:00+00:00
106491428,Trey Anastasio,CONCERT,Rock,-0.12,,174.0,88,2026-06-24 23:30:00+00:00
78565365,Sammy Hagar,CONCERT,Rock,-0.12,,43.0,3730,2026-06-24 22:30:00+00:00
85441933,The Black Crowes,CONCERT,Rock,-0.12,,48.0,4358,2026-06-20 22:30:00+00:00
43324833,Grand Ole Opry,CONCERT,Country and Folk,-0.12,,99.0,1041,2026-06-24 00:00:00+00:00
110462043,Ty Myers,CONCERT,Country and Folk,-0.12,,46.0,2618,2026-06-19 23:30:00+00:00
115743815,Darius Rucker,CONCERT,Rock,-0.12,,136.0,20,2026-06-20 23:00:00+00:00
84570827,Jerry Seinfeld,THEATER,Comedy,-0.12,,187.0,1765,2026-06-27 03:00:00+00:00
29131383,Riley Green,CONCERT,Country and Folk,-0.12,,131.0,908,2026-06-20 23:00:00+00:00
82390724,New York Liberty at Seattle Storm,SPORT,WNBA,-0.12,,33.0,2444,2026-06-26 02:00:00+00:00
21483095,San Diego Padres at Texas Rangers,SPORT,MLB Baseball,-0.12,,36.0,5658,2026-06-21 18:35:00+00:00
83430538,Barry Manilow (Rescheduled from 4/17/26),CONCERT,Adult Contemporary,-0.12,,64.0,1009,2026-06-25 23:00:00+00:00
21483632,Cincinnati Reds at Pittsburgh Pirates,SPORT,MLB Baseball,-0.12,,14.0,4472,2026-06-26 22:40:00+00:00
88014023,Paul Simon,CONCERT,Adult Contemporary,-0.12,,94.0,324,2026-06-21 00:00:00+00:00
94571096,Ben Bankas,THEATER,Comedy,-0.13,,78.0,31,2026-06-21 23:00:00+00:00
82389106,Washington Mystics at Minnesota Lynx,SPORT,WNBA,-0.13,,73.0,317,2026-06-21 22:00:00+00:00
21483634,Chicago Cubs at Milwaukee Brewers,SPORT,MLB Baseball,-0.13,,67.0,6240,2026-06-26 23:40:00+00:00
49539932,Journey,CONCERT,Rock,-0.13,,262.0,188,2026-06-22 00:30:00+00:00
21483218,Athletics at San Francisco Giants,SPORT,MLB Baseball,-0.13,,52.0,5537,2026-06-24 01:45:00+00:00
96806845,Chicago,CONCERT,Rock,-0.13,,43.0,1371,2026-06-21 23:00:00+00:00
110027148,Leanne Morgan,THEATER,Comedy,-0.13,,152.0,227,2026-06-27 00:00:00+00:00
51773371,Joe Jackson,CONCERT,Pop,-0.13,,129.0,49,2026-06-27 00:00:00+00:00
91907082,Fuerza Regida,CONCERT,Latin Music,-0.13,,233.0,2583,2026-06-21 03:00:00+00:00
21483215,Chicago Cubs at New York Mets,SPORT,MLB Baseball,-0.13,,18.0,9246,2026-06-23 23:10:00+00:00
94570295,Ben Bankas,THEATER,Comedy,-0.14,,81.0,16,2026-06-20 23:00:00+00:00
94569001,Ben Bankas,THEATER,Comedy,-0.14,,78.0,24,2026-06-19 23:00:00+00:00
69197793,Piano Man (18+ Event),CONCERT,Rock,-0.14,,100.0,36,2026-06-20 01:30:00+00:00
91460885,Wale and Smino (Rescheduled from 6/22/26),CONCERT,Rap/Hip Hop,-0.14,,113.0,59,2026-06-23 23:00:00+00:00
54450717,Weird Al Yankovic,CONCERT,Rock,-0.14,,53.0,3006,2026-06-27 01:00:00+00:00
90574323,Straight No Chaser,CONCERT,Rock,-0.14,,85.0,2065,2026-06-25 23:30:00+00:00
42462329,Kenny Chesney,CONCERT,Country and Folk,-0.14,,404.0,247,2026-06-20 03:00:00+00:00
82390723,Dallas Wings at Las Vegas Aces,SPORT,WNBA,-0.14,,28.0,481,2026-06-26 02:00:00+00:00
21482914,San Diego Padres at Texas Rangers,SPORT,MLB Baseball,-0.14,,37.0,5469,2026-06-20 20:05:00+00:00
69199158,Piano Man (18+ Event),CONCERT,Rock,-0.14,,100.0,36,2026-06-22 01:30:00+00:00
63794335,Forrest Frank,CONCERT,Pop,-0.14,,209.0,319,2026-06-20 00:00:00+00:00
78982178,Madison Beer,CONCERT,Pop,-0.14,,54.0,3337,2026-06-25 02:30:00+00:00
51327581,Matt Rife,THEATER,Comedy,-0.15,,189.0,199,2026-06-27 00:00:00+00:00
100200495,Gregory Alan Isakov,CONCERT,Pop,-0.15,,135.0,39,2026-06-20 01:00:00+00:00
101106334,Gianmarco Soresi,THEATER,Comedy,-0.15,,140.0,6,2026-06-21 01:30:00+00:00
54448324,Weird Al Yankovic,CONCERT,Rock,-0.15,,48.0,3604,2026-06-20 01:00:00+00:00
96808236,Chicago,CONCERT,Rock,-0.15,,113.0,105,2026-06-24 23:30:00+00:00
34697804,Louis Tomlinson,CONCERT,Pop,-0.15,,82.0,139,2026-06-26 00:00:00+00:00
49540862,Journey,CONCERT,Rock,-0.16,,83.0,682,2026-06-26 00:30:00+00:00
87642552,Godsmack,CONCERT,Rock,-0.16,,33.0,3920,2026-06-21 00:00:00+00:00
67232802,Gabriel Iglesias (18+ Event),THEATER,Comedy,-0.16,,235.0,61,2026-06-27 03:00:00+00:00
113543160,Shakira,CONCERT,Pop,-0.16,,157.0,3502,2026-06-24 00:30:00+00:00
88014024,Don Toliver,CONCERT,Rap/Hip Hop,-0.16,,108.0,1926,2026-06-21 00:30:00+00:00
17465923,Carrot Top (18+ Event),THEATER,Comedy,-0.17,,89.0,216,2026-06-25 03:00:00+00:00
78566580,2026 Summerfest - Cody Johnson,CONCERT,Country and Folk,-0.17,,101.0,8336,2026-06-27 00:00:00+00:00
48193802,Morgan Wallen,CONCERT,Country and Folk,-0.17,,83.0,4962,2026-06-26 21:30:00+00:00
100206263,Russell Dickerson,CONCERT,Country and Folk,-0.17,,46.0,802,2026-06-27 00:00:00+00:00
95470607,Mumford and Sons,CONCERT,Rock,-0.17,,145.0,1842,2026-06-22 22:00:00+00:00
98432737,Ben Bankas,THEATER,Comedy,-0.17,,66.0,43,2026-06-27 01:15:00+00:00
53122373,Dude Perfect,THEATER,Comedy,-0.17,,44.0,2502,2026-06-26 23:00:00+00:00
91014288,Jimmy Eat World,CONCERT,Rock,-0.17,,69.0,306,2026-06-20 23:00:00+00:00
113546430,Shakira,CONCERT,Pop,-0.17,,164.0,3349,2026-06-26 23:30:00+00:00
98431685,Ben Bankas,THEATER,Comedy,-0.18,,65.0,41,2026-06-25 23:30:00+00:00
20860770,Carpenters Legacy,CONCERT,Pop,-0.18,,49.0,320,2026-06-20 00:00:00+00:00
17466023,Carrot Top (18+ Event),THEATER,Comedy,-0.18,,79.0,182,2026-06-26 03:00:00+00:00
29557445,Machine Gun Kelly,CONCERT,Rock,-0.18,,39.0,314,2026-06-20 23:00:00+00:00
23165499,Carpenters Legacy,CONCERT,Pop,-0.18,,47.0,323,2026-06-26 00:00:00+00:00
81957510,The Human League,CONCERT,R&B,-0.18,,66.0,288,2026-06-24 00:30:00+00:00
53121957,Parker McCollum,CONCERT,Country and Folk,-0.19,,63.0,297,2026-06-26 01:30:00+00:00
78564542,Sammy Hagar,CONCERT,Rock,-0.19,,37.0,1395,2026-06-22 22:30:00+00:00
82826650,Summer Walker,CONCERT,R&B,-0.19,,95.0,2914,2026-06-26 02:30:00+00:00
110023185,Bob Dylan,CONCERT,Adult Contemporary,-0.19,,108.0,1621,2026-06-22 01:30:00+00:00
79613480,Sammy Hagar,CONCERT,Rock,-0.2,,44.0,1669,2026-06-20 22:30:00+00:00
88800933,2026 Summerfest - Carin Leon,CONCERT,Latin Music,-0.2,,67.0,7717,2026-06-21 00:00:00+00:00
84567692,Kid Cudi,CONCERT,Rap/Hip Hop,-0.2,,33.0,2335,2026-06-21 01:30:00+00:00
29984634,Ed Sheeran,CONCERT,Pop,-0.21,,73.0,2620,2026-06-20 22:30:00+00:00
82390161,Atlanta Dream at Golden State Valkyries,SPORT,WNBA,-0.21,,32.0,2412,2026-06-25 02:00:00+00:00
88457625,Yellowcard,CONCERT,Alternative,-0.21,,139.0,16,2026-06-19 21:30:00+00:00
118828108,Usher and Chris Brown,CONCERT,R&B,-0.21,,93.0,12541,2026-06-27 01:00:00+00:00
79616354,Mojo Brookzz - Dyon Brooks,THEATER,Comedy,-0.21,,127.0,15,2026-06-27 02:00:00+00:00
82389277,Chicago Sky at Connecticut Sun,SPORT,WNBA,-0.22,,19.0,2352,2026-06-22 23:00:00+00:00
87643895,Godsmack,CONCERT,Rock,-0.22,,42.0,3097,2026-06-23 23:00:00+00:00
82391478,Washington Mystics at Connecticut Sun,SPORT,WNBA,-0.22,,26.0,1539,2026-06-26 23:30:00+00:00
94126515,Santana and The Doobie Brothers,CONCERT,Rock,-0.22,,44.0,4128,2026-06-24 23:00:00+00:00
21482671,Los Angeles Angels at Athletics,SPORT,MLB Baseball,-0.23,,67.0,1968,2026-06-20 01:40:00+00:00
88016538,Don Toliver,CONCERT,Rap/Hip Hop,-0.23,,98.0,1413,2026-06-26 02:30:00+00:00
91909298,Hilary Duff,CONCERT,Pop,-0.23,,10.0,977,2026-06-22 23:00:00+00:00
64658075,OAR,CONCERT,Alternative,-0.24,,37.0,1770,2026-06-19 00:30:00+00:00
61834870,Rosalia,CONCERT,Latin Music,-0.25,,169.0,712,2026-06-21 01:30:00+00:00
112885841,Leanne Morgan,THEATER,Comedy,-0.25,,127.0,285,2026-06-26 00:00:00+00:00
53121961,Alex Warren,CONCERT,Pop,-0.25,,120.0,1060,2026-06-25 23:30:00+00:00
101565207,TobyMac,CONCERT,Adult Contemporary,-0.26,,28.0,1735,2026-06-26 23:00:00+00:00
110463835,Ty Myers,CONCERT,Country and Folk,-0.26,,46.0,3522,2026-06-20 23:30:00+00:00
89246432,Kid Rock,CONCERT,Rock,-0.26,,73.0,212,2026-06-19 23:00:00+00:00
113541090,Josh Johnson,THEATER,Comedy,-0.27,,88.0,329,2026-06-20 21:00:00+00:00
78981708,Madison Beer,CONCERT,Pop,-0.27,,88.0,64,2026-06-24 02:30:00+00:00
78981343,James Taylor and His All-Star Band,CONCERT,Adult Contemporary,-0.27,,59.0,1249,2026-06-22 23:30:00+00:00
12707486,Chicago Symphony Orchestra -  John Williams and Spielberg Film Music Concert,CONCERT,Classical,-0.28,,201.0,114,2026-06-24 00:30:00+00:00
54891792,Daniel Tosh,THEATER,Comedy,-0.28,,62.0,465,2026-06-21 23:00:00+00:00
21483087,Los Angeles Angels at Athletics,SPORT,MLB Baseball,-0.28,,47.0,1520,2026-06-21 20:05:00+00:00
85005008,Dave Matthews Band,CONCERT,Rock,-0.28,,168.0,1036,2026-06-24 00:30:00+00:00
122500142,Turnover,CONCERT,Rock,-0.29,,158.0,14,2026-06-25 01:00:00+00:00
49992988,Jack Johnson,CONCERT,Pop,-0.29,,39.0,520,2026-06-24 23:30:00+00:00
118392591,Jimmy Eat World,CONCERT,Rock,-0.3,,41.0,3696,2026-06-24 23:00:00+00:00
82390725,Los Angeles Sparks at Toronto Tempo,SPORT,WNBA,-0.3,,101.0,50,2026-06-25 23:00:00+00:00
84567695,The Runarounds,CONCERT,Rock,-0.31,,89.0,60,2026-06-21 00:00:00+00:00
64226924,Khalid,CONCERT,R&B,-0.33,,112.0,836,2026-06-25 02:30:00+00:00
34696589,Louis Tomlinson,CONCERT,Pop,-0.33,,30.0,692,2026-06-20 01:00:00+00:00
53120589,Parker McCollum,CONCERT,Country and Folk,-0.33,,48.0,3311,2026-06-21 02:30:00+00:00
84569467,Lionel Richie with Earth Wind and Fire,CONCERT,Pop,-0.34,,42.0,4730,2026-06-25 00:30:00+00:00
107822356,Jeezy,CONCERT,Rap/Hip Hop,-0.34,,737.0,93,2026-06-21 03:00:00+00:00
42463583,Kenny Chesney,CONCERT,Country and Folk,-0.34,,377.0,319,2026-06-25 03:00:00+00:00
113761868,Davide de Pierro,THEATER,Public Speaking,-0.35,,265.0,4,2026-06-20 23:30:00+00:00
21483082,Baltimore Orioles at Los Angeles Dodgers,SPORT,MLB Baseball,-0.36,,106.0,5468,2026-06-21 20:10:00+00:00
90570528,Billy Currington,CONCERT,Country and Folk,-0.36,,62.0,2740,2026-06-20 00:00:00+00:00
88015916,Don Toliver,CONCERT,Rap/Hip Hop,-0.37,,151.0,1192,2026-06-25 02:30:00+00:00
53120982,Alex Warren,CONCERT,Pop,-0.37,,79.0,1141,2026-06-22 00:30:00+00:00
91012204,Taking Back Sunday,CONCERT,Rock,-0.37,,49.0,59,2026-06-19 01:00:00+00:00
53119647,Parker McCollum,CONCERT,Country and Folk,-0.37,,41.0,6233,2026-06-19 02:30:00+00:00
106487243,Trey Anastasio,CONCERT,Rock,-0.38,,17.0,192,2026-06-19 23:30:00+00:00
88799784,Davide De Pierro,THEATER,Public Speaking,-0.38,,319.0,2,2026-06-19 23:30:00+00:00
63794334,Alison Krauss,CONCERT,Country and Folk,-0.39,,43.0,2143,2026-06-20 00:30:00+00:00
91016298,Melissa Etheridge,CONCERT,Pop,-0.4,,59.0,1070,2026-06-24 23:30:00+00:00
43324211,Grand Ole Opry,CONCERT,Country and Folk,-0.42,,96.0,901,2026-06-21 00:00:00+00:00
91463490,Wale and Smino,CONCERT,Rap/Hip Hop,-0.42,,34.0,1487,2026-06-27 00:00:00+00:00
28708185,Morgan Jay (21+ Event),THEATER,Comedy,-0.45,,10.0,840,2026-06-20 01:00:00+00:00
81955303,ASAP Rocky,CONCERT,Rap/Hip Hop,-0.46,,66.0,2973,2026-06-20 00:30:00+00:00
87644436,Godsmack,CONCERT,Rock,-0.47,,58.0,1121,2026-06-24 23:00:00+00:00
82827408,Summer Walker,CONCERT,R&B,-0.48,,61.0,1709,2026-06-27 02:30:00+00:00
78980572,Matt Mathews,THEATER,Comedy,-0.49,,402.0,3,2026-06-20 23:00:00+00:00
52444841,New Kids on The Block,CONCERT,Pop,-0.5,,27.0,1534,2026-06-21 03:00:00+00:00
90350068,Mojo Brookzz,THEATER,Comedy,-0.5,,533.0,4,2026-06-20 02:00:00+00:00
113983793,Its Murph,CONCERT,Dance/Electronica,-0.51,,99.0,12,2026-06-20 21:00:00+00:00
85006911,NeYo with Akon,CONCERT,R&B,-0.53,,77.0,464,2026-06-27 00:00:00+00:00
70668527,Amber Autry,THEATER,Comedy,-0.53,,0.0,0,2026-06-20 00:00:00+00:00
70668528,Amber Autry,THEATER,Comedy,-0.53,,0.0,0,2026-06-20 02:30:00+00:00
104462353,Ice Cube,CONCERT,Rap/Hip Hop,-0.54,,137.0,35,2026-06-20 02:00:00+00:00
92358342,Hilary Duff,CONCERT,Pop,-0.55,,840.0,64,2026-06-24 03:00:00+00:00
