event_id,title,category_type,event_category_name,forecast_value,forecast_layover_text,get_in_price,stats_total_quantity,event_utc_datetime
78981707,James Taylor and His All-Star Band,CONCERT,Adult Contemporary,0.67,,37.0,3765,2026-06-23 23:30:00+00:00
82390162,Minnesota Lynx at Washington Mystics,SPORT,WNBA,0.67,,267.0,101,2026-06-24 23:30:00+00:00
88800928,Mojo Brookzz,THEATER,Comedy,0.67,,298.0,1,2026-06-21 01:15:00+00:00
101786041,TobyMac,CONCERT,Adult Contemporary,0.66,,35.0,3233,2026-06-20 23:00:00+00:00
51772020,Joe Jackson,CONCERT,Pop,0.66,,75.0,144,2026-06-22 01:00:00+00:00
128840142,Lil Baby,CONCERT,Rap/Hip Hop,0.66,,97.0,3215,2026-06-21 01:00:00+00:00
60889677,Ole 60 (Rescheduled from 2/28),CONCERT,Country and Folk,0.65,,97.0,6,2026-06-21 00:30:00+00:00
91459907,Wale and Smino,CONCERT,Rap/Hip Hop,0.65,,259.0,2,2026-06-20 23:30:00+00:00
96806844,Jelly Roll,CONCERT,Country and Folk,0.63,,198.0,428,2026-06-21 23:00:00+00:00
61836969,Diana Krall,CONCERT,Blues and Jazz,0.62,,141.0,10,2026-06-26 23:30:00+00:00
91909765,Hilary Duff,CONCERT,Pop,0.59,,42.0,878,2026-06-23 23:00:00+00:00
63797236,Dwight Yoakam,CONCERT,Country and Folk,0.59,,159.0,477,2026-06-27 01:30:00+00:00
51325344,Bonnie Raitt,CONCERT,Country and Folk,0.54,,76.0,32,2026-06-20 02:30:00+00:00
21483346,Boston Red Sox at Colorado Rockies,SPORT,MLB Baseball,0.53,,25.0,14894,2026-06-24 19:10:00+00:00
49540542,Journey,CONCERT,Rock,0.53,,70.0,4057,2026-06-25 00:30:00+00:00
64225652,The Bald and the Beautiful - With Trixie and Katya,THEATER,Podcast,0.51,,82.0,81,2026-06-21 02:30:00+00:00
108268855,Wale,CONCERT,Rap/Hip Hop,0.5,,149.0,22,2026-06-22 00:00:00+00:00
109588760,CA7RIEL and Paco Amoroso,CONCERT,Dance/Electronica,0.49,,102.0,34,2026-06-27 00:00:00+00:00
82387436,Toronto Tempo at Connecticut Sun,SPORT,WNBA,0.49,,26.0,2176,2026-06-19 23:30:00+00:00
97251186,Ziggy Marley,CONCERT,Reggae,0.48,,39.0,2323,2026-06-21 03:00:00+00:00
100654096,Rod Stewart,CONCERT,Adult Contemporary,0.45,,342.0,65,2026-06-22 02:00:00+00:00
99756507,Hank Williams Jr,CONCERT,Country and Folk,0.44,,50.0,3462,2026-06-20 22:30:00+00:00
78565891,Vince Gill,CONCERT,Country and Folk,0.44,,111.0,64,2026-06-25 23:30:00+00:00
82389097,Philadelphia Union II at Orlando City B,SPORT,MLS,0.41,,7.0,54,2026-06-21 23:00:00+00:00
48193804,Louis Tomlinson,CONCERT,Pop,0.41,,140.0,380,2026-06-27 00:00:00+00:00
17466129,Jabbawockeez,CONCERT,Rap/Hip Hop,0.4,,79.0,325,2026-06-27 00:30:00+00:00
9277528,Chicago Symphony Orchestra - Lincoln Portrait and Ellington Harlem,CONCERT,Classical,0.39,,43.0,920,2026-06-21 00:30:00+00:00
109582092,Gabriel Iglesias,THEATER,Comedy,0.38,,204.0,104,2026-06-21 03:00:00+00:00
49991484,Jack Johnson,CONCERT,Pop,0.36,,170.0,252,2026-06-19 23:30:00+00:00
60961938,Alison Krauss and Union Station,CONCERT,Country and Folk,0.35,,64.0,1337,2026-06-22 00:30:00+00:00
22321775,Ariana Grande,CONCERT,Pop,0.35,,873.0,340,2026-06-20 02:30:00+00:00
42462757,Kenny Chesney,CONCERT,Country and Folk,0.34,,398.0,252,2026-06-21 03:00:00+00:00
110466613,Joshua Slone,CONCERT,Country and Folk,0.34,,32.0,9,2026-06-25 01:30:00+00:00
84566646,2026 Summerfest - Don Toliver,CONCERT,Rap/Hip Hop,0.33,,121.0,10014,2026-06-20 00:00:00+00:00
83262015,Luke Bryan,CONCERT,Country and Folk,0.31,,54.0,1049,2026-06-20 00:00:00+00:00
43325680,5 Seconds of Summer,CONCERT,Pop,0.3,,70.0,2713,2026-06-27 03:00:00+00:00
118823447,Amy Grant,CONCERT,Pop,0.29,,157.0,225,2026-06-21 23:00:00+00:00
56163534,Daniel Tosh,THEATER,Comedy,0.29,,102.0,97,2026-06-24 01:30:00+00:00
61834222,Megan Moroney,CONCERT,Country and Folk,0.28,,148.0,765,2026-06-19 23:00:00+00:00
92359605,Dierks Bentley,CONCERT,Country and Folk,0.28,,116.0,245,2026-06-26 01:30:00+00:00
80256224,Audrey Hobert,CONCERT,Pop,0.27,,84.0,56,2026-06-21 02:00:00+00:00
21483121,Arizona Diamondbacks at St. Louis Cardinals,SPORT,MLB Baseball,0.27,,18.0,2761,2026-06-22 23:45:00+00:00
74637682,Gabriel Iglesias (21+ Event),THEATER,Comedy,0.26,,152.0,40,2026-06-20 03:00:00+00:00
78980569,Madison Beer,CONCERT,Pop,0.26,,34.0,1457,2026-06-21 02:30:00+00:00
84570048,Turnpike Troubadours,CONCERT,Country and Folk,0.25,,262.0,37,2026-06-26 02:00:00+00:00
61835725,Rosalia,CONCERT,Latin Music,0.24,,89.0,1401,2026-06-24 01:30:00+00:00
1296098,Natalia Lafourcade (Rescheduled from 9/23/2025),CONCERT,Latin Music,0.24,,136.0,24,2026-06-24 03:00:00+00:00
49993690,Jack Johnson,CONCERT,Pop,0.23,,87.0,284,2026-06-26 23:30:00+00:00
94123145,Hank Williams Jr with Marshall Tucker Band and John Foster,CONCERT,Country and Folk,0.23,,41.0,3249,2026-06-19 22:30:00+00:00
110019039,Bob Dylan,CONCERT,Adult Contemporary,0.23,,210.0,274,2026-06-19 03:00:00+00:00
101789303,TobyMac,CONCERT,Adult Contemporary,0.22,,39.0,602,2026-06-25 23:00:00+00:00
17465337,Jabbawockeez,CONCERT,Rap/Hip Hop,0.22,,74.0,356,2026-06-19 00:30:00+00:00
100199380,Wilco,CONCERT,Rock,0.22,,91.0,552,2026-06-19 00:00:00+00:00
85006908,Dave Matthews Band,CONCERT,Rock,0.21,,86.0,351,2026-06-26 23:30:00+00:00
91015263,Machine Gun Kelly,CONCERT,Rock,0.21,,39.0,2234,2026-06-23 00:00:00+00:00
125083744,Keyshia Cole,CONCERT,R&B,0.21,,99.0,1308,2026-06-27 03:00:00+00:00
22322522,Ariana Grande,CONCERT,Pop,0.2,,874.0,430,2026-06-25 00:30:00+00:00
43323453,Grand Ole Opry,CONCERT,Country and Folk,0.2,,114.0,903,2026-06-19 00:00:00+00:00
52446612,New Kids On The Block,CONCERT,Pop,0.2,,28.0,1625,2026-06-27 03:00:00+00:00
82391476,Atlanta Dream at Golden State Valkyries,SPORT,WNBA,0.2,,33.0,1946,2026-06-27 02:00:00+00:00
17465919,Jabbawockeez,CONCERT,Rap/Hip Hop,0.2,,74.0,319,2026-06-25 03:00:00+00:00
21483216,Cleveland Guardians at Chicago White Sox,SPORT,MLB Baseball,0.2,,15.0,17107,2026-06-23 23:40:00+00:00
119259545,Black Coffee,CONCERT,Dance/Electronica,0.2,,84.0,101,2026-06-23 21:00:00+00:00
28708475,Morgan Jay (16+ Event),THEATER,Comedy,0.2,,28.0,314,2026-06-20 23:00:00+00:00
21483123,Cleveland Guardians at Chicago White Sox,SPORT,MLB Baseball,0.2,,20.0,16335,2026-06-22 23:40:00+00:00
113985243,2026 NBA Draft - First Round,SPORT,NBA Basketball,0.19,,47.0,1808,2026-06-23 23:30:00+00:00
82390157,The Human League,CONCERT,R&B,0.19,,54.0,1435,2026-06-24 21:30:00+00:00
95473447,Zarna Garg,THEATER,Comedy,0.19,,93.0,41,2026-06-27 02:15:00+00:00
94125436,Dance Gavin Dance,CONCERT,Rock,0.19,,52.0,316,2026-06-22 23:00:00+00:00
43324832,5 Seconds of Summer,CONCERT,Pop,0.18,,48.0,3679,2026-06-24 01:00:00+00:00
54449286,Weird Al Yankovic,CONCERT,Rock,0.18,,54.0,1131,2026-06-22 00:30:00+00:00
94128156,Dance Gavin Dance,CONCERT,Rock,0.18,,90.0,41,2026-06-27 01:30:00+00:00
21482666,Milwaukee Brewers at Atlanta Braves,SPORT,MLB Baseball,0.17,,37.0,6490,2026-06-19 23:15:00+00:00
91015711,Machine Gun Kelly,CONCERT,Rock,0.17,,40.0,4194,2026-06-24 00:00:00+00:00
21482521,Los Angeles Angels at Athletics,SPORT,MLB Baseball,0.17,,39.0,1861,2026-06-19 01:40:00+00:00
49539563,Journey,CONCERT,Rock,0.17,,109.0,335,2026-06-21 00:30:00+00:00
115966910,Kurt Vile and The Violators,CONCERT,Rock,0.17,,74.0,12,2026-06-23 00:00:00+00:00
17466130,Jabbawockeez,CONCERT,Rap/Hip Hop,0.16,,77.0,309,2026-06-27 03:00:00+00:00
83261249,Luke Bryan,CONCERT,Country and Folk,0.16,,45.0,1659,2026-06-19 00:00:00+00:00
88015917,Metric,CONCERT,Rock,0.15,,53.0,119,2026-06-25 01:00:00+00:00
17465338,Jabbawockeez,CONCERT,Rap/Hip Hop,0.15,,77.0,334,2026-06-19 03:00:00+00:00
101784515,TobyMac,CONCERT,Adult Contemporary,0.15,,33.0,2226,2026-06-19 23:00:00+00:00
91015060,Taking Back Sunday,CONCERT,Rock,0.15,,46.0,264,2026-06-22 01:00:00+00:00
40761395,Dierks Bentley,CONCERT,Country and Folk,0.15,,62.0,2589,2026-06-21 01:15:00+00:00
63795020,Forrest Frank,CONCERT,Pop,0.15,,128.0,418,2026-06-20 23:00:00+00:00
22744921,Carpenters Legacy,CONCERT,Pop,0.14,,47.0,330,2026-06-25 00:00:00+00:00
116848953,Zach Top,CONCERT,Country and Folk,0.14,,63.0,2573,2026-06-21 00:00:00+00:00
54449953,Weird Al Yankovic,CONCERT,Rock,0.14,,57.0,140,2026-06-25 00:30:00+00:00
81956305,Les Claypool - Claypool Gold,CONCERT,Alternative,0.14,,74.0,1533,2026-06-20 23:00:00+00:00
25731158,Bailey Zimmerman,CONCERT,Country and Folk,0.14,,87.0,159,2026-06-19 23:00:00+00:00
82391477,Portland Fire at Chicago Sky,SPORT,WNBA,0.13,,29.0,1799,2026-06-26 23:30:00+00:00
21483628,Seattle Mariners at Cleveland Guardians,SPORT,MLB Baseball,0.13,,49.0,1149,2026-06-26 23:10:00+00:00
98151169,Joji,CONCERT,Rap/Hip Hop,0.13,,70.0,3457,2026-06-23 23:30:00+00:00
78981182,Madison Beer,CONCERT,Pop,0.13,,70.0,90,2026-06-22 02:00:00+00:00
54892814,Daniel Tosh,THEATER,Comedy,0.13,,67.0,395,2026-06-26 00:00:00+00:00
17465444,Jabbawockeez,CONCERT,Rap/Hip Hop,0.13,,79.0,331,2026-06-20 03:00:00+00:00
17465611,Jabbawockeez,CONCERT,Rap/Hip Hop,0.12,,74.0,334,2026-06-21 03:00:00+00:00
90571706,Billy Currington,CONCERT,Country and Folk,0.12,,77.0,502,2026-06-21 00:00:00+00:00
94125912,Rufus Du Sol,CONCERT,Dance/Electronica,0.12,,93.0,4368,2026-06-23 23:00:00+00:00
81957506,ASAP Rocky,CONCERT,Rap/Hip Hop,0.12,,73.0,2152,2026-06-24 02:30:00+00:00
21483126,Texas Rangers at Miami Marlins,SPORT,MLB Baseball,0.11,,16.0,2639,2026-06-22 22:40:00+00:00
17465780,Jabbawockeez,CONCERT,Rap/Hip Hop,0.11,,77.0,340,2026-06-23 03:00:00+00:00
84566652,Daniel Tosh,THEATER,Comedy,0.11,,51.0,471,2026-06-20 01:30:00+00:00
95473446,Zarna Garg,THEATER,Comedy,0.11,,94.0,39,2026-06-27 00:00:00+00:00
81958542,ASAP Rocky,CONCERT,Rap/Hip Hop,0.11,,92.0,1445,2026-06-26 02:30:00+00:00
91017843,Dirty Heads,CONCERT,Rock,0.11,,115.0,39,2026-06-27 01:00:00+00:00
115963412,Kurt Vile and The Violators,CONCERT,Rock,0.11,,69.0,44,2026-06-20 00:00:00+00:00
21483345,Milwaukee Brewers at Cincinnati Reds,SPORT,MLB Baseball,0.11,,17.0,4475,2026-06-24 23:10:00+00:00
54891384,Daniel Tosh,THEATER,Comedy,0.11,,141.0,1061,2026-06-20 23:00:00+00:00
105828516,Ole 60,CONCERT,Country and Folk,0.11,,98.0,29,2026-06-20 00:30:00+00:00
17465347,Carrot Top (18+ Event),THEATER,Comedy,0.11,,79.0,199,2026-06-19 03:00:00+00:00
88800927,Mojo Brookzz,THEATER,Comedy,0.1,,0.0,0,2026-06-20 22:30:00+00:00
104939548,Bleachers,CONCERT,Rock,0.1,,60.0,3827,2026-06-23 23:30:00+00:00
51326580,Bonnie Raitt,CONCERT,Country and Folk,0.1,,80.0,595,2026-06-24 01:30:00+00:00
61836470,Martin Garrix,CONCERT,Dance/Electronica,0.1,,48.0,414,2026-06-25 23:30:00+00:00
85002678,NeYo with Akon,CONCERT,R&B,0.1,,86.0,655,2026-06-20 02:00:00+00:00
64224446,Khalid,CONCERT,R&B,0.1,,79.0,440,2026-06-19 00:30:00+00:00
21483219,Seattle Mariners at Pittsburgh Pirates,SPORT,MLB Baseball,0.1,,43.0,2197,2026-06-23 22:40:00+00:00
1312971,Chicago Symphony Orchestra - Star Wars A New Hope in Concert,CONCERT,Classical,0.1,,130.0,244,2026-06-27 00:30:00+00:00
94126516,Ziggy Marley and Stephen Marley,CONCERT,Reggae,0.09,,77.0,1094,2026-06-25 00:00:00+00:00
21483337,Arizona Diamondbacks at St. Louis Cardinals,SPORT,MLB Baseball,0.09,,16.0,2755,2026-06-24 23:45:00+00:00
87641449,Chris Lake,CONCERT,Dance/Electronica,0.09,,127.0,82,2026-06-20 00:00:00+00:00
51772647,Joe Jackson,CONCERT,Pop,0.09,,94.0,236,2026-06-25 00:30:00+00:00
21482912,New York Mets at Philadelphia Phillies,SPORT,MLB Baseball,0.09,,64.0,5483,2026-06-20 23:15:00+00:00
89247585,Kid Rock,CONCERT,Rock,0.09,,66.0,782,2026-06-20 23:00:00+00:00
23829562,Nate Bargatze,THEATER,Comedy,0.09,,77.0,792,2026-06-20 00:00:00+00:00
91911020,Hilary Duff,CONCERT,Pop,0.08,,106.0,948,2026-06-25 23:00:00+00:00
46414082,OAR,CONCERT,Alternative,0.08,,141.0,119,2026-06-20 00:30:00+00:00
79616355,Mojo Brookzz - Dyon Brooks,THEATER,Comedy,0.08,,127.0,10,2026-06-27 04:45:00+00:00
21483344,Texas Rangers at Miami Marlins,SPORT,MLB Baseball,0.08,,16.0,2733,2026-06-24 16:10:00+00:00
84566651,Sublime,CONCERT,Alternative,0.08,,115.0,83,2026-06-19 21:30:00+00:00
98148144,Joji,CONCERT,Rap/Hip Hop,0.07,,54.0,1446,2026-06-19 22:30:00+00:00
21482673,San Francisco Giants at Miami Marlins,SPORT,MLB Baseball,0.07,,19.0,3077,2026-06-19 23:10:00+00:00
108049684,The Beach Boys,CONCERT,Adult Contemporary,0.07,,79.0,30,2026-06-27 03:00:00+00:00
88800929,Metric,CONCERT,Rock,0.07,,103.0,6,2026-06-21 02:00:00+00:00
84568953,Goose,CONCERT,Rock,0.07,,55.0,158,2026-06-23 22:00:00+00:00
97699257,Chicago,CONCERT,Rock,0.07,,121.0,58,2026-06-20 23:30:00+00:00
110463838,Indiana Fever at Atlanta Dream,SPORT,WNBA,0.07,,92.0,2666,2026-06-20 17:00:00+00:00
94124425,Dance Gavin Dance,CONCERT,Rock,0.07,,76.0,62,2026-06-20 23:30:00+00:00
91462596,Wale and Smino,CONCERT,Rap/Hip Hop,0.07,,61.0,320,2026-06-25 23:00:00+00:00
113102369,Gregory Alan Isakov,CONCERT,Pop,0.07,,119.0,63,2026-06-22 23:00:00+00:00
113539179,Shakira,CONCERT,Pop,0.07,,170.0,2365,2026-06-20 02:30:00+00:00
34697252,Louis Tomlinson,CONCERT,Pop,0.07,,121.0,1087,2026-06-23 00:00:00+00:00
115969486,Kurt Vile and The Violators,CONCERT,Rock,0.06,,65.0,41,2026-06-25 23:00:00+00:00
21482677,San Diego Padres at Texas Rangers,SPORT,MLB Baseball,0.06,,28.0,6042,2026-06-20 00:05:00+00:00
26153957,Ariana Grande,CONCERT,Pop,0.06,,884.0,407,2026-06-21 03:00:00+00:00
124648038,Jordan Davis,CONCERT,Country and Folk,0.06,,133.0,217,2026-06-20 03:00:00+00:00
21483487,Philadelphia Phillies at Washington Nationals (Nationals Soccer Jersey Giveaway),SPORT,MLB Baseball,0.06,,32.0,4005,2026-06-25 22:45:00+00:00
21483631,Washington Nationals at Baltimore Orioles (Pride Night Jersey Giveaway),SPORT,MLB Baseball,0.06,,38.0,3294,2026-06-26 23:05:00+00:00
78564903,Vince Gill,CONCERT,Country and Folk,0.06,,145.0,59,2026-06-23 23:00:00+00:00
22744925,Piano Man,CONCERT,Rock,0.06,,77.0,106,2026-06-25 01:30:00+00:00
21482909,San Francisco Giants at Miami Marlins,SPORT,MLB Baseball,0.06,,28.0,3728,2026-06-20 20:05:00+00:00
129490981,Max Amini,THEATER,Comedy,0.06,,63.0,1749,2026-06-20 00:00:00+00:00
46414558,Morgan Wallen,CONCERT,Country and Folk,0.06,,224.0,1808,2026-06-20 22:30:00+00:00
21483125,New York Yankees at Detroit Tigers,SPORT,MLB Baseball,0.06,,26.0,6409,2026-06-22 22:40:00+00:00
103125801,Palomazo Norteno,CONCERT,Latin Music,0.06,,187.0,4,2026-06-26 07:00:00+00:00
21482668,St. Louis Cardinals at Kansas City Royals (World Cup Scarf Giveaway),SPORT,MLB Baseball,0.06,,57.0,4882,2026-06-20 00:15:00+00:00
94350608,John Fogerty,CONCERT,Rock,0.06,,100.0,418,2026-06-27 02:30:00+00:00
21483350,Houston Astros at Toronto Blue Jays (Domer Hat Giveaway),SPORT,MLB Baseball,0.06,,27.0,4599,2026-06-24 23:07:00+00:00
21482901,Milwaukee Brewers at Atlanta Braves,SPORT,MLB Baseball,0.06,,37.0,6451,2026-06-20 20:10:00+00:00
21482905,Boston Red Sox at Seattle Mariners (Rescheduled from 6/20),SPORT,MLB Baseball,0.06,,35.0,7521,2026-06-20 02:10:00+00:00
87642557,Freddie Gibbs,CONCERT,Rap/Hip Hop,0.06,,84.0,34,2026-06-21 03:00:00+00:00
21483351,Philadelphia Phillies at Washington Nationals,SPORT,MLB Baseball,0.05,,19.0,4899,2026-06-24 22:45:00+00:00
21482906,Boston Red Sox at Seattle Mariners,SPORT,MLB Baseball,0.05,,44.0,3446,2026-06-21 02:10:00+00:00
54893242,Daniel Tosh,THEATER,Comedy,0.05,,15.0,176,2026-06-26 23:00:00+00:00
88804315,Carin Leon,CONCERT,Latin Music,0.05,,64.0,3420,2026-06-27 00:00:00+00:00
1344631,Natalia Lafourcade (Rescheduled from 9/16/25),CONCERT,Latin Music,0.05,,107.0,290,2026-06-27 03:00:00+00:00
106930523,Trey Anastasio,CONCERT,Rock,0.05,,97.0,118,2026-06-20 23:30:00+00:00
21483630,Atlanta Braves at San Francisco Giants,SPORT,MLB Baseball,0.05,,45.0,6191,2026-06-27 02:15:00+00:00
81959283,ASAP Rocky,CONCERT,Rap/Hip Hop,0.05,,82.0,2472,2026-06-27 02:30:00+00:00
82170679,The Human League,CONCERT,R&B,0.05,,116.0,204,2026-06-20 00:00:00+00:00
122283362,The Revivalists,CONCERT,Rock,0.04,,84.0,52,2026-06-24 23:30:00+00:00
103126965,Ice Cube,CONCERT,Rap/Hip Hop,0.04,,101.0,418,2026-06-27 01:00:00+00:00
85003736,Hugel (21+ Event),CONCERT,Dance/Electronica,0.04,,74.0,64,2026-06-21 05:30:00+00:00
94123148,Dance Gavin Dance,CONCERT,Rock,0.04,,85.0,38,2026-06-19 23:30:00+00:00
51325871,Bonnie Raitt,CONCERT,Country and Folk,0.04,,32.0,176,2026-06-21 01:30:00+00:00
87645876,Rascal Flatts,CONCERT,Country and Folk,0.04,,253.0,2213,2026-06-27 01:00:00+00:00
88016537,Paul Simon,CONCERT,Adult Contemporary,0.04,,51.0,474,2026-06-26 00:00:00+00:00
81958547,Les Claypool - Claypool Gold,CONCERT,Alternative,0.04,,41.0,1108,2026-06-26 01:00:00+00:00
21482674,Cleveland Guardians at Houston Astros,SPORT,MLB Baseball,0.04,,26.0,6125,2026-06-20 00:10:00+00:00
91906159,Fuerza Regida,CONCERT,Latin Music,0.04,,122.0,9019,2026-06-19 03:00:00+00:00
95472453,Zarna Garg,THEATER,Comedy,0.04,,99.0,32,2026-06-26 00:30:00+00:00
21483349,Kansas City Royals at Tampa Bay Rays,SPORT,MLB Baseball,0.03,,22.0,2756,2026-06-24 22:40:00+00:00
21483483,Houston Astros at Detroit Tigers,SPORT,MLB Baseball,0.03,,17.0,4412,2026-06-25 22:40:00+00:00
21482669,Cincinnati Reds at New York Yankees,SPORT,MLB Baseball,0.03,,30.0,9610,2026-06-19 23:05:00+00:00
113986712,Bob Dylan,CONCERT,Adult Contemporary,0.03,,106.0,228,2026-06-25 03:00:00+00:00
21483342,Seattle Mariners at Pittsburgh Pirates,SPORT,MLB Baseball,0.03,,42.0,2130,2026-06-24 22:40:00+00:00
21483347,Los Angeles Dodgers at Minnesota Twins,SPORT,MLB Baseball,0.03,,30.0,6149,2026-06-24 23:40:00+00:00
43324543,5 Seconds of Summer,CONCERT,Pop,0.03,,40.0,2396,2026-06-22 01:00:00+00:00
87240999,Ella Langley,CONCERT,Rock,0.03,,416.0,297,2026-06-20 00:00:00+00:00
36534526,Hardy,CONCERT,Country and Folk,0.03,,41.0,6814,2026-06-26 23:00:00+00:00
78562861,Sammy Hagar,CONCERT,Rock,0.03,,42.0,617,2026-06-19 22:30:00+00:00
88798929,Carin Leon,CONCERT,Latin Music,0.03,,126.0,2304,2026-06-19 01:00:00+00:00
114869185,October London With Leela James,CONCERT,R&B,0.03,,95.0,1308,2026-06-21 00:00:00+00:00
104014992,Jill Scott,CONCERT,R&B,0.03,,217.0,206,2026-06-21 00:00:00+00:00
91911021,Fuerza Regida,CONCERT,Latin Music,0.03,,46.0,5800,2026-06-26 04:00:00+00:00
130786754,Djo,CONCERT,Alternative,0.03,,158.0,730,2026-06-27 01:00:00+00:00
78566579,Sammy Hagar,CONCERT,Rock,0.03,,112.0,1765,2026-06-27 00:00:00+00:00
94125914,Dance Gavin Dance,CONCERT,Rock,0.03,,51.0,57,2026-06-24 00:00:00+00:00
21483130,Atlanta Braves at San Diego Padres (Western Snapback Hat Giveaway),SPORT,MLB Baseball,0.03,,55.0,1967,2026-06-23 01:40:00+00:00
21483131,Kansas City Royals at Tampa Bay Rays,SPORT,MLB Baseball,0.03,,22.0,2709,2026-06-22 22:40:00+00:00
21275997,Piano Man (18+ Event),CONCERT,Rock,0.03,,77.0,114,2026-06-21 01:30:00+00:00
21482902,Toronto Blue Jays at Chicago Cubs,SPORT,MLB Baseball,0.03,,110.0,4417,2026-06-20 18:20:00+00:00
21482911,Pittsburgh Pirates at Colorado Rockies (Soccer Jersey Giveaway),SPORT,MLB Baseball,0.03,,27.0,14339,2026-06-21 01:10:00+00:00
107827190,Jeezy,CONCERT,Rap/Hip Hop,0.03,,295.0,668,2026-06-27 03:00:00+00:00
106490707,Trey Anastasio,CONCERT,Rock,0.02,,173.0,117,2026-06-23 23:30:00+00:00
112661075,Kali Uchis with Mariah The Scientist,CONCERT,Pop,0.02,,37.0,2166,2026-06-19 00:00:00+00:00
21482670,Minnesota Twins at Arizona Diamondbacks,SPORT,MLB Baseball,0.02,,37.0,9855,2026-06-20 01:45:00+00:00
67231784,Josh Groban with Jennifer Hudson,CONCERT,Adult Contemporary,0.02,,90.0,2650,2026-06-25 00:00:00+00:00
118387378,The Strokes,CONCERT,Alternative,0.02,,77.0,1478,2026-06-19 23:00:00+00:00
118395293,The Strokes,CONCERT,Alternative,0.02,,115.0,307,2026-06-26 23:00:00+00:00
21483220,New York Yankees at Detroit Tigers,SPORT,MLB Baseball,0.02,,33.0,4559,2026-06-23 22:40:00+00:00
67654095,Nate Bargatze,THEATER,Comedy,0.02,,71.0,853,2026-06-19 00:00:00+00:00
113539189,Josh Johnson,THEATER,Comedy,0.02,,77.0,1543,2026-06-20 02:00:00+00:00
88012896,Metric,CONCERT,Rock,0.02,,20.0,1844,2026-06-20 02:00:00+00:00
98432736,Ben Bankas,THEATER,Comedy,0.02,,66.0,43,2026-06-26 23:00:00+00:00
83427023,Barry Manilow (Rescheduled from 4/14/26),CONCERT,Adult Contemporary,0.02,,40.0,1413,2026-06-26 23:00:00+00:00
96807594,Jelly Roll,CONCERT,Country and Folk,0.02,,60.0,528,2026-06-23 23:00:00+00:00
64875737,The Bald and the Beautiful - With Trixie and Katya,THEATER,Podcast,0.02,,224.0,10,2026-06-20 02:30:00+00:00
99760681,Widespread Panic,CONCERT,Rock,0.02,,134.0,197,2026-06-27 01:00:00+00:00
97249819,Darius Rucker,CONCERT,Rock,0.02,,73.0,381,2026-06-19 23:00:00+00:00
13958015,Country Stampede - Friday (Zach Top Scotty McCreery & Diamond Rio),CONCERT,Music Festivals,0.02,,92.0,84,2026-06-26 21:30:00+00:00
91909091,Diljit Dosanjh,CONCERT,World Music,0.02,,156.0,625,2026-06-22 03:00:00+00:00
61834872,Amyl and The Sniffers,CONCERT,Alternative,0.02,,95.0,43,2026-06-21 00:00:00+00:00
46414080,Morgan Wallen,CONCERT,Country and Folk,0.02,,147.0,2889,2026-06-19 22:30:00+00:00
82387435,Minnesota Lynx at Golden State Valkyries,SPORT,WNBA,0.02,,30.0,2087,2026-06-20 02:00:00+00:00
51324970,Styx,CONCERT,Rock,0.02,,74.0,31,2026-06-19 00:30:00+00:00
78564543,Vince Gill,CONCERT,Country and Folk,0.02,,71.0,89,2026-06-23 00:00:00+00:00
34697187,Louis Tomlinson,CONCERT,Pop,0.02,,51.0,5854,2026-06-22 00:00:00+00:00
76900921,Chris Stapleton,CONCERT,Country and Folk,0.02,,96.0,3554,2026-06-24 22:00:00+00:00
118828102,Amy Grant,CONCERT,Pop,0.02,,158.0,58,2026-06-26 23:30:00+00:00
21483343,New York Yankees at Detroit Tigers,SPORT,MLB Baseball,0.02,,31.0,5992,2026-06-24 22:40:00+00:00
61834871,Megan Moroney,CONCERT,Country and Folk,0.02,,242.0,154,2026-06-20 23:00:00+00:00
21483214,Arizona Diamondbacks at St. Louis Cardinals,SPORT,MLB Baseball,0.02,,15.0,4015,2026-06-23 23:45:00+00:00
21483129,Los Angeles Dodgers at Minnesota Twins,SPORT,MLB Baseball,0.02,,32.0,5901,2026-06-22 23:40:00+00:00
81957511,Lord Huron,CONCERT,Country and Folk,0.02,,73.0,647,2026-06-23 23:30:00+00:00
101104814,Gianmarco Soresi,THEATER,Comedy,0.02,,0.0,0,2026-06-20 01:30:00+00:00
17465754,Jabbawockeez,CONCERT,Rap/Hip Hop,0.01,,83.0,287,2026-06-22 03:00:00+00:00
81955314,Lord Huron,CONCERT,Country and Folk,0.01,,81.0,517,2026-06-19 23:30:00+00:00
95022662,Alison Krauss and Union Station,CONCERT,Country and Folk,0.01,,88.0,1154,2026-06-26 23:30:00+00:00
21483625,Miami Marlins at St. Louis Cardinals (Cardinals All-Over Print Shirt and Shorts Set Giveaway),SPORT,MLB Baseball,0.01,,25.0,4323,2026-06-27 00:15:00+00:00
67230424,Nate Bargatze,THEATER,Comedy,0.01,,40.0,4146,2026-06-20 20:00:00+00:00
110463847,Joshua Slone,CONCERT,Country and Folk,0.01,,28.0,89,2026-06-21 00:30:00+00:00
100651668,Palomazo Norteno,CONCERT,Latin Music,0.01,,100.0,3117,2026-06-20 00:30:00+00:00
76902115,Chris Stapleton,CONCERT,Country and Folk,0.01,,174.0,710,2026-06-26 23:30:00+00:00
64227881,Martin Garrix,CONCERT,Dance/Electronica,0.01,,80.0,1422,2026-06-26 23:30:00+00:00
